angle,current
1.60732026896659,0.100974916008823
6.13425292652369,0.145371725374613
10.6611855840808,0.189768534740402
15.188118241638,0.189768534740402
19.7150508991951,0.234165344106188
24.2419835567522,0.234165344106188
28.7689162143093,0.278562153471977
33.2958488718665,0.234165344106188
37.8227815294236,0.322958962837767
42.3497141869807,0.367355772203556
46.8766468445379,0.367355772203556
50.9508862363393,0.589339819032507
50.9508862363393,0.633736628398292
54.1197390966293,0.766927056495664
57.741285222675,0.900117484593029
60.9101380829649,1.16649834078777
64.0789909432549,1.38848238761671
66.7951505377892,1.61046643444566
68.6059236008121,1.8768472906404
70.4166966638349,2.23202176556671
71.3220831953463,2.6759898592246
72.6801629926135,3.1199579528825
74.0382427898806,3.56392604654039
74.9436293213921,4.00789414019828
75.8490158529035,4.40746542449038
77.2070956501706,4.85143351814828
78.112482181682,5.29540161180617
79.0178687131934,5.73936970546406
79.4705619789492,6.18333779912196
80.3759485104606,6.62730589277985
80.8286417762163,7.07127398643774
81.7340283077277,7.51524208009564
82.1867215734835,7.95921017375353
82.1867215734835,8.84714636106932
82.6394148392391,8.40317826741143
83.0921081049949,9.7350825483851
83.0921081049949,9.29111445472721
83.5448013707506,10.179050642043
83.9974946365063,11.0669868293588
83.9974946365063,10.6230187357009
84.9028811680177,11.9549230166746
84.9028811680177,12.3988911103325
84.9028811680177,11.5109549230167
85.8082676995292,13.2868272976483
85.8082676995292,12.8428592039904
86.2609609652849,14.174763484964
86.2609609652849,13.7307953913061
87.1663474967963,15.0626996722798
87.1663474967963,14.6187315786219
87.619040762552,15.5066677659377
88.0717340283077,15.9506358595956
88.9771205598191,16.8385720469114
88.9771205598191,16.3946039532535
90.3352003570863,17.1937465218377
91.2405868885977,16.9717624750088
92.5986666858648,16.5721911907167
93.0513599516205,16.1282230970588
93.956746483132,15.240286909743
93.956746483132,15.6842550034009
94.4094397488877,14.3523507224272
94.4094397488877,13.9083826287693
94.4094397488877,14.7963188160851
94.8621330146434,13.4644145351114
95.3148262803991,13.0204464414535
96.2202128119106,12.1325102541377
96.2202128119106,12.5764783477956
96.6729060776663,11.6885421604798
96.6729060776663,10.800605973164
97.125599343422,11.2445740668219
97.125599343422,10.3566378795062
97.5782926091777,9.46870169219037
98.0309858749334,9.91266978584826
98.4836791406891,8.58076550487458
98.4836791406891,9.02473359853247
98.9363724064448,8.13679741121669
99.3890656722005,7.6928293175588
99.8417589379563,7.2488612239009
100.294452203712,6.80489313024301
101.199838735223,5.91695694292722
101.199838735223,6.36092503658512
101.652532000979,5.47298884926933
102.557918532491,5.02902075561144
103.915998329758,4.58505266195354
104.821384861269,4.14108456829565
105.726771392781,3.69711647463776
107.084851190048,3.25314838097986
108.442930987315,2.80918028732197
109.801010784582,2.36521219366408
111.159090581849,1.96564090937197
112.517170379116,1.61046643444566
114.327943442139,1.34408557825092
116.591409770918,1.12210153142198
118.40218283394,0.855720675227239
121.118342428475,0.589339819032507
123.381808757253,0.367355772203556
127.456048149055,0.189768534740402
131.982980806612,0.100974916008823
136.509913464169,0.100974916008823
141.036846121726,0.145371725374613
145.563778779283,0.145371725374613
150.09071143684,0.234165344106188
154.617644094397,0.234165344106188
159.144576751955,0.145371725374613
163.671509409512,0.189768534740402
168.198442067069,0.056578106643034
172.725374724626,0.056578106643034
177.252307382183,0.145371725374613
181.77924003974,0.056578106643034
186.306172697297,0.056578106643034
190.833105354854,0.056578106643034
195.360038012412,0.056578106643034
199.886970669969,0.056578106643034
